Year,Month,Type,Date, Amount (USD) ,Description
2025,June,Deposits / Credits,30-Jun, $159.50 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
063025"
2025,March,Withdrawals / Debits,4-Mar," $4,000.00 ",5/3 ONLINE TRANSFER TO CK: XXXXXX5129 REF # 01101958710
2025,March,Withdrawals / Debits,10-Mar, $194.78 ,WORLDPAY ACH BILLING 0SW119 ROYALTY BANQUET HALL I 031025
2025,March,Withdrawals / Debits,13-Mar," $5,000.00 ",5/3 ONLINE TRANSFER TO CK: XXXXXX5129 REF # 01104929034
2025,March,Withdrawals / Debits,17-Mar, $523.90 ,IL DEPT OF REVEN EDI EDI PYMNTS 00000031880624 ROYALTY WEST BANQUETS TXP*363216140000*0112*20250331*T*52390  031725
2025,March,Withdrawals / Debits,17-Mar," $2,388.18 ",IRS USATAXPYMT 270547633668325 ROYALTY BANQUET HALL I 031725
2025,March,Withdrawals / Debits,20-Mar, $791.00 ,IL DEPT OF REVEN EDI EDI PYMNTS 00000922979760 ROYALTY BANQUET HALL I TXP*16943775*0411*20250228*T*79100  032025
2025,March,Withdrawals / Debits,31-Mar," $5,000.00 ",5/3 ONLINE TRANSFER TO CK: XXXXXX5129 REF # 01110638689
2025,March,Deposits / Credits,3-Mar," $5,000.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
030225"
2025,March,Deposits / Credits,4-Mar," $14,180.00 ",DEPOSIT
2025,March,Deposits / Credits,5-Mar," $3,416.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
030625"
2025,March,Deposits / Credits,6-Mar," $3,000.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
030725"
2025,March,Deposits / Credits,7-Mar," $5,512.50 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
030825"
2025,March,Deposits / Credits,10-Mar, $29.70 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
031025"
2025,March,Deposits / Credits,10-Mar," $1,793.40 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
030925"
2025,March,Deposits / Credits,11-Mar, $550.00 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
031225"
2025,March,Deposits / Credits,13-Mar," $1,500.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
031425"
2025,March,Deposits / Credits,17-Mar," $3,012.32 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
031625"
2025,March,Deposits / Credits,18-Mar," $8,121.80 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
031925"
2025,March,Deposits / Credits,26-Mar," $1,800.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
032725"
2025,March,Deposits / Credits,28-Mar, $13.00 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
032925"
2025,March,Deposits / Credits,31-Mar," $1,000.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
033025"
2025,May,Withdrawals / Debits,1-May," $1,477.71 ",IL DEPT EMPL SEC UNEMPL TAX 363272576 ROYALTY WEST INC TXP*2131957**991231**0000000000**0000147771**363216140  050125
2025,May,Withdrawals / Debits,1-May, $169.69 ,5/3 COMMRCL LN #XXXXXXXXXXX0026 PAID BY AUTO BILLPAYER
2025,May,Withdrawals / Debits,6-May," $5,000.00 ",5/3 ONLINE TRANSFER TO CK: XXXXXX5129 REF # 01122692185
2025,May,Withdrawals / Debits,8-May, $274.64 ,WORLDPAY ACH BILLING 0SW119 ROYALTY BANQUET HALL I 050825
2025,May,Withdrawals / Debits,12-May, $600.00 ,IL STATE TREASUR ACH DEBITS 0000841816448 ROYALTY WEST BANQUETS TXP*1A-0019779**260531**0000000000**0000060000**363216140  051225
2025,May,Withdrawals / Debits,15-May, $805.52 ,IL DEPT OF REVEN EDI EDI PYMNTS 00000162992048 ROYALTY WEST BANQUETS TXP*363216140000*0112*20250630*T*80552  051525
2025,May,Withdrawals / Debits,15-May," $3,661.72 ",IRS USATAXPYMT 270553545568264 ROYALTY BANQUET HALL I 051525
2025,May,Withdrawals / Debits,20-May," $1,982.00 ",IL DEPT OF REVEN EDI EDI PYMNTS 00000104689584 ROYALTY BANQUET HALL I TXP*16943775*0411*20250430*T*198200  052025
2025,May,Withdrawals / Debits,27-May," $5,000.00 ",5/3 ONLINE TRANSFER TO CK: XXXXXX5129 REF # 01129317536
2025,May,Withdrawals / Debits,28-May," $2,299.84 ",Breakthru Bevera Payments FT381753408 052825
2025,May,Withdrawals / Debits,30-May," $1,278.74 ",WEB INITIATED PAYMENT AT SGWS of IL 3056254171 053025
2025,May,Withdrawals / Debits,30-May, $175.34 ,5/3 COMMRCL LN #XXXXXXXXXXX0026 PAID BY AUTO BILLPAYER
2025,May,Deposits / Credits,2-May," $2,520.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
050325"
2025,May,Deposits / Credits,5-May, $89.80 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
050425"
2025,May,Deposits / Credits,5-May," $7,373.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
050625"
2025,May,Deposits / Credits,7-May," $11,688.22 ",DEPOSIT
2025,May,Deposits / Credits,12-May," $2,738.32 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
051225"
2025,May,Deposits / Credits,19-May, $512.65 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
051925"
2025,May,Deposits / Credits,23-May," $11,976.20 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
052425"
2025,May,Deposits / Credits,27-May," $3,905.48 ",DEPOSIT
2025,May,Deposits / Credits,27-May," $4,054.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
052625"
2024,Nov,Withdrawals / Debits,1-Nov," $1,133.97 ",IL DEPT EMPL SEC UNEMPL TAX 604327552 ROYALTY WEST INC TXP*2131957**991231**0000000000**0000113397**363216140  110124
2024,Nov,Withdrawals / Debits,1-Nov, $166.81 ,5/3 COMMRCL LN #XXXXXXXXXXX0026 PAID BY AUTO BILLPAYER
2024,Nov,Withdrawals / Debits,6-Nov, $251.48 ,CHECKBOOK PRINT CHARGE
2024,Nov,Withdrawals / Debits,8-Nov, $13.82 ,IL DEPT OF REVEN EDI EDI PYMNTS 00001218346160 ROYALTY WEST BANQUETS TXP*36321614001*20099*20240930*T*1382  110824
2024,Nov,Withdrawals / Debits,8-Nov," $1,189.99 ",FIFTH THIRD ACH MPS BILLNG 0SW119 ROYALTY BANQUET HALL I 110824
2024,Nov,Withdrawals / Debits,8-Nov," $4,000.00 ",5/3 ONLINE TRANSFER TO CK: XXXXXX5129 REF # 01066034776
2024,Nov,Withdrawals / Debits,15-Nov, $986.55 ,IL DEPT OF REVEN EDI EDI PYMNTS 00000914259120 ROYALTY WEST BANQUETS TXP*363216140000*0112*20241231*T*98655  111524
2024,Nov,Withdrawals / Debits,15-Nov," $4,427.96 ",IRS USATAXPYMT 270472005593983 ROYALTY BANQUET HALL I 111524
2024,Nov,Withdrawals / Debits,15-Nov," $3,000.00 ",5/3 ONLINE TRANSFER TO CK: XXXXXX5129 REF # 01068071528
2024,Nov,Withdrawals / Debits,19-Nov, $785.92 ,Breakthru Bevera Payments FT356049708 111924
2024,Nov,Withdrawals / Debits,20-Nov," $6,352.00 ",IL DEPT OF REVEN EDI EDI PYMNTS 00001993122480 ROYALTY BANQUET HALL I TXP*16943775*0411*20241031*T*635200  112024
2024,Nov,Withdrawals / Debits,22-Nov," $1,335.95 ",WEB INITIATED PAYMENT AT SGWS of IL 3056254171 112224
2024,Nov,Withdrawals / Debits,22-Nov," $3,000.00 ",5/3 ONLINE TRANSFER TO CK: XXXXXX5129 REF # 01070222979
2024,Nov,Withdrawals / Debits,26-Nov, $638.14 ,Breakthru Bevera Payments FT356776215 112624
2024,Nov,Withdrawals / Debits,29-Nov, $66.43 ,5/3 COMMRCL LN #XXXXXXXXXXX0026 PAID BY AUTO BILLPAYER
2024,Nov,Deposits / Credits,4-Nov, $213.80 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
110324"
2024,Nov,Deposits / Credits,12-Nov, $182.62 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
111124"
2024,Nov,Deposits / Credits,15-Nov," $1,000.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
111624"
2024,Nov,Deposits / Credits,21-Nov," $2,286.80 ",DEPOSIT
2024,Nov,Deposits / Credits,21-Nov," $2,300.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
112224"
2024,Nov,Deposits / Credits,25-Nov, $809.00 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
112424"
2024,Nov,Deposits / Credits,27-Nov," $1,505.90 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
112824"
2024,Nov,Deposits / Credits,27-Nov," $6,200.00 ",DEPOSIT
2024,Nov,Deposits / Credits,29-Nov, $13.00 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
113024"
2024,Nov,Deposits / Credits,29-Nov, $263.50 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
112924"
2024,Nov,Deposits / Credits,29-Nov," $2,500.00 ",DEPOSIT
2024,Oct,Withdrawals / Debits,1-Oct, $95.56 ,5/3 COMMRCL LN #XXXXXXXXXXX0026 PAID BY AUTO BILLPAYER
2024,Oct,Withdrawals / Debits,2-Oct," $3,000.00 ",5/3 ONLINE TRANSFER TO CK: XXXXXX5129 REF # 01054495861
2024,Oct,Withdrawals / Debits,8-Oct, $502.19 ,FIFTH THIRD ACH MPS BILLNG 0SW119 ROYALTY BANQUET HALL I 100824
2024,Oct,Withdrawals / Debits,8-Oct," $4,000.00 ",5/3 ONLINE TRANSFER TO CK: XXXXXX5129 REF # 01056310296
2024,Oct,Withdrawals / Debits,10-Oct, $690.97 ,IL DEPT OF REVEN EDI EDI PYMNTS 00000516916400 ROYALTY WEST BANQUETS TXP*363216140000*0112*20240930*T*69097  101024
2024,Oct,Withdrawals / Debits,15-Oct, $764.78 ,IL DEPT OF REVEN EDI EDI PYMNTS 00000238208176 ROYALTY WEST BANQUETS TXP*363216140000*0112*20240930*T*76478  101524
2024,Oct,Withdrawals / Debits,15-Oct," $3,347.88 ",IRS USATAXPYMT 270468985665762 ROYALTY BANQUET HALL I 101524
2024,Oct,Withdrawals / Debits,16-Oct, $863.13 ,Breakthru Bevera Payments FT351432239 101624
2024,Oct,Withdrawals / Debits,17-Oct," $6,000.00 ",5/3 ONLINE TRANSFER TO CK: XXXXXX5129 REF # 01059074449
2024,Oct,Withdrawals / Debits,21-Oct," $2,598.00 ",IL DEPT OF REVEN EDI EDI PYMNTS 00000728769712 ROYALTY BANQUET HALL I TXP*16943775*0411*20240930*T*259800  102124
2024,Oct,Withdrawals / Debits,29-Oct," $10,000.00 ",FUNDS TRANSFER TO CL: XXXXXXXXXXXX0026 REF # 00681586863
2024,Oct,Withdrawals / Debits,29-Oct," $5,000.00 ",5/3 ONLINE TRANSFER TO CK: XXXXXX5129 REF # 01062545060
2024,Oct,Deposits / Credits,2-Oct," $3,560.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
100324"
2024,Oct,Deposits / Credits,4-Oct," $1,000.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
100524"
2024,Oct,Deposits / Credits,7-Oct, $87.00 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
100724"
2024,Oct,Deposits / Credits,7-Oct, $295.90 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
100624"
2024,Oct,Deposits / Credits,7-Oct," $10,596.00 ",DEPOSIT
2024,Oct,Deposits / Credits,9-Oct, $330.00 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
101024"
2024,Oct,Deposits / Credits,10-Oct," $3,000.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
101124"
2024,Oct,Deposits / Credits,11-Oct," $7,237.40 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
101224"
2024,Oct,Deposits / Credits,15-Oct," $2,473.75 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
101424"
2024,Oct,Deposits / Credits,15-Oct," $8,021.60 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
101324"
2024,Oct,Deposits / Credits,15-Oct," $20,476.01 ",DEPOSIT
2024,Oct,Deposits / Credits,25-Oct," $2,620.00 ",DEPOSIT
2024,Oct,Deposits / Credits,25-Oct," $14,603.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
102624"
2024,Oct,Deposits / Credits,28-Oct," $3,067.20 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
102824"
2024,Oct,Deposits / Credits,31-Oct," $4,953.60 ",DEPOSIT
2024,Sept,Withdrawals / Debits,4-Sep," $4,000.00 ",5/3 ONLINE TRANSFER TO CK: XXXXXX5129 REF # 01045916950
2024,Sept,Withdrawals / Debits,10-Sep, $690.21 ,FIFTH THIRD ACH MPS BILLNG 0SW119 ROYALTY BANQUET HALL I 091024
2024,Sept,Withdrawals / Debits,16-Sep," $3,042.40 ",IRS USATAXPYMT 270466013274321 ROYALTY BANQUET HALL I 091624
2024,Sept,Withdrawals / Debits,16-Sep," $4,000.00 ",5/3 ONLINE TRANSFER TO CK: XXXXXX5129 REF # 01049164226
2024,Sept,Withdrawals / Debits,17-Sep, $690.97 ,IL DEPT EMPL SEC UNEMPL TAX 1911214720 ROYALTY WEST INC TXP*2131957**991231**0000000000**0000069097**363216140  091724
2024,Sept,Withdrawals / Debits,17-Sep," $1,601.20 ",Breakthru Bevera Payments FT347884516 091724
2024,Sept,Withdrawals / Debits,18-Sep," $1,358.71 ",WEB INITIATED PAYMENT AT SGWS of IL 3056254171 091824
2024,Sept,Withdrawals / Debits,20-Sep," $3,514.00 ",IL DEPT OF REVEN EDI EDI PYMNTS 00000820457648 ROYALTY BANQUET HALL I TXP*16943775*0411*20240831*T*351400  092024
2024,Sept,Withdrawals / Debits,25-Sep," $5,000.00 ",5/3 ONLINE TRANSFER TO CK: XXXXXX5129 REF # 01052286650
2024,Sept,Deposits / Credits,3-Sep," $1,021.60 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
090124"
2024,Sept,Deposits / Credits,3-Sep," $2,447.20 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
090224"
2024,Sept,Deposits / Credits,9-Sep," $1,940.52 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
090924"
2024,Sept,Deposits / Credits,12-Sep," $7,400.00 ",DEPOSIT
2024,Sept,Deposits / Credits,13-Sep, $623.20 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
091424"
2024,Sept,Deposits / Credits,16-Sep," $6,285.94 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
091624"
2024,Sept,Deposits / Credits,20-Sep," $2,500.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
092124"
2024,Sept,Deposits / Credits,23-Sep," $1,500.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
092324"
2024,Sept,Deposits / Credits,23-Sep," $2,107.00 ",DEPOSIT
2024,Sept,Deposits / Credits,24-Sep," $2,000.00 ",DEPOSIT
2024,Sept,Deposits / Credits,25-Sep," $10,000.00 ",FUNDS TRANSFER FROM CL: XXXXXXXXXXXX0026 REF # 00665414969
2024,Sept,Deposits / Credits,27-Sep," $3,000.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
092824"
2025,Sept,Withdrawals / Debits,16-Sep, $602.66 ,IL DEPT OF REVEN EDI EDI PYMNTS 00000293701232 ROYALTY WEST BANQUETS TXP*363216140000*0112*20250930*T*60266  091625
2025,Sept,Withdrawals / Debits,19-Sep," $3,000.00 ",5/3 ONLINE TRANSFER TO CK: XXXXXX5129 REF # 01167788010
2025,Sept,Withdrawals / Debits,23-Sep," $2,336.00 ",IL DEPT OF REVEN EDI EDI PYMNTS 00000832902768 ROYALTY BANQUET HALL I TXP*16943775*0411*20250831*T*233600  092325
2025,Sept,Withdrawals / Debits,24-Sep," $4,000.00 ",5/3 ONLINE TRANSFER TO CK: XXXXXX5129 REF # 01169322745
2025,Sept,Withdrawals / Debits,30-Sep, $359.25 ,Breakthru Bevera Payments FT397746461 093025
2025,Sept,Deposits / Credits,2-Sep, $18.02 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
090225"
2025,Sept,Deposits / Credits,2-Sep, $39.52 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
090125"
2025,Sept,Deposits / Credits,5-Sep, $522.50 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
090625"
2025,Sept,Deposits / Credits,8-Sep," $6,000.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
090725"
2025,Sept,Deposits / Credits,9-Sep," $9,688.00 ",DEPOSIT
2025,Sept,Deposits / Credits,17-Sep," $2,500.00 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
091825"
2025,Sept,Deposits / Credits,19-Sep," $6,941.80 ",DEPOSIT
2025,Sept,Deposits / Credits,22-Sep," $8,688.00 ",DEPOSIT
2025,Sept,Deposits / Credits,29-Sep, $12.00 ,"5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
092825"
2025,Sept,Deposits / Credits,29-Sep," $5,581.61 ","5/3 BANKCARD COMB. DEP. 4445061162095 ROYALTY WEST BANQUETS ROYALTY WEST BANQUETS
092925"
