Brand,Grade,Pack_L,Oil_Type,Tier,Mkt_Min_PKR_L,Mkt_Med_PKR_L,Mkt_Max_PKR_L,Mkt_Listing_Count,F1_VBT_Price_L,F1_VBT_Rationale,F2_CRP_Price_L,F2_CRP_Rationale,F3_PPA_Price_L,F3_PPA_Rationale,F4_Waterfall_Floor_L,F4_Waterfall_Rationale,F5_Spec_Price_L,F5_Spec_Rationale,F6_South_Price_L,F6_Central_Price_L,F6_North_Price_L,F6_Geo_Rationale,F7_BOI_Floor_L,F7_BOI_Rationale,Recommended_Price_L,Recommended_Price_PKR,Confidence,Synthesis_Rationale,F8_Retail_Pump_L,F8_Workshop_L,F8_Distributor_L,F8_Fleet_Contract_L,F8_Channel_Rationale,Rec_vs_Market_Med_Pct,Market_Signal
PSO Carient Ultra,0W-20,3.0,PCMO,Super Premium,3375.0,3412.0,4012.0,8,,No Shell super_premium data found for 0W-20 3.0L on Daraz.,3310.0,"Market (widened to all packs): min Rs 3,375/L, median Rs 3,412/L, max Rs 4,012/L (8 listings). CRP target: 3% below median = Rs 3,310/L. Positions PSO as best-value-in-class, not cheapest.",3821.0,"4L market anchor = Rs 3,412/L. PPA multiplier for 3.0L pack = 1.12x (12% premium vs 4L). Recommended: Rs 3,821/L. Ensures per-litre price ladder is legible to buyers.",2352.0,"Cost build-up: base oil (Group III) Rs 680/L + additive Rs 320/L + packaging Rs 35/L = Rs 1035/L. Target pocket margin (super_premium): 45%. Pocket price floor: Rs 1,882/L. After fleet discount (-20%), minimum list price: Rs 2,352/L. Any price below this destroys margin at the fleet channel.",4320.0,"Economy baseline (0W-20) = Rs 3,375/L. PSO Carient Ultra spec: API SP / ACEA A5 (fully synthetic, Group III+). International OEM approval premium for this spec: +28%. Spec-justified price: Rs 4,320/L. Premium only realised if spec is communicated at point of sale.",3310.0,3376.0,3211.0,"National list price (F2 CRP) = Rs 3,310/L. Central: +2% vs national (source: regional baseline) | North: -3% vs national (source: PCMO North soft YoY growth). Suggest applying as quarterly promotional price, not permanent list change.",2940.0,"Grade 0W-20 requires Group III base oil. Import cost floor: Rs 680/L. Additive package: Rs 320/L. Total manufacturing cost: Rs 1050/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 2,940/L. Pricing below this implies margin destruction or subsidised base oil.",3463.0,10389.0,HIGH,"Weighted synthesis (F2_CRP=Rs 3,310 | F3_PPA=Rs 3,821 | F5_SPEC=Rs 4,320 | F4_PW=Rs 2,352). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 3,463/L. Above F4 floor Rs 2,352/L — margin is protected.",3463.0,3047.0,2944.0,2770.0,"List price Rs 3,463/L. Workshop (-12%): Rs 3,047/L. Distributor (-15%): Rs 2,944/L. Fleet contract (-20%): Rs 2,770/L. Fleet price should never cross the F4 waterfall floor.",1.5,AT MARKET
PSO Carient Ultra,5W-20,3.0,PCMO,Super Premium,1833.0,1833.0,1833.0,4,,No Shell super_premium data found for 5W-20 3.0L on Daraz.,1778.0,"Market 3.0L: min Rs 1,833/L, median Rs 1,833/L, max Rs 1,833/L (4 listings). CRP target: 3% below median = Rs 1,778/L. Positions PSO as best-value-in-class, not cheapest.",2128.0,"4L market anchor = Rs 1,900/L. PPA multiplier for 3.0L pack = 1.12x (12% premium vs 4L). Recommended: Rs 2,128/L. Ensures per-litre price ladder is legible to buyers.",2306.0,"Cost build-up: base oil (Group III) Rs 680/L + additive Rs 300/L + packaging Rs 35/L = Rs 1015/L. Target pocket margin (super_premium): 45%. Pocket price floor: Rs 1,845/L. After fleet discount (-20%), minimum list price: Rs 2,306/L. Any price below this destroys margin at the fleet channel.",2346.0,"Economy baseline (5W-20) = Rs 1,833/L. PSO Carient Ultra spec: API SP / ACEA A5 (fully synthetic, Group III+). International OEM approval premium for this spec: +28%. Spec-justified price: Rs 2,346/L. Premium only realised if spec is communicated at point of sale.",1778.0,1814.0,1725.0,"National list price (F2 CRP) = Rs 1,778/L. Central: +2% vs national (source: regional baseline) | North: -3% vs national (source: PCMO North soft YoY growth). Suggest applying as quarterly promotional price, not permanent list change.",2884.0,"Grade 5W-20 requires Group III base oil. Import cost floor: Rs 680/L. Additive package: Rs 300/L. Total manufacturing cost: Rs 1030/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 2,884/L. Pricing below this implies margin destruction or subsidised base oil.",2306.0,6918.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,778 | F3_PPA=Rs 2,128 | F5_SPEC=Rs 2,346 | F4_PW=Rs 2,306). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 2,035/L. Adjusted UP to F4 floor Rs 2,306/L (margin protection).",2306.0,2029.0,1960.0,1845.0,"List price Rs 2,306/L. Workshop (-12%): Rs 2,029/L. Distributor (-15%): Rs 1,960/L. Fleet contract (-20%): Rs 1,845/L. Fleet price should never cross the F4 waterfall floor.",25.8,PREMIUM
PSO Carient Ultra,5W-30,3.0,PCMO,Super Premium,997.0,1130.0,1466.0,9,,No Shell super_premium data found for 5W-30 3.0L on Daraz.,1096.0,"Market 3.0L: min Rs 997/L, median Rs 1,130/L, max Rs 1,466/L (9 listings). CRP target: 3% below median = Rs 1,096/L. Positions PSO as best-value-in-class, not cheapest.",1141.0,"4L market anchor = Rs 1,019/L. PPA multiplier for 3.0L pack = 1.12x (12% premium vs 4L). Recommended: Rs 1,141/L. Ensures per-litre price ladder is legible to buyers.",2261.0,"Cost build-up: base oil (Group III) Rs 680/L + additive Rs 280/L + packaging Rs 35/L = Rs 995/L. Target pocket margin (super_premium): 45%. Pocket price floor: Rs 1,809/L. After fleet discount (-20%), minimum list price: Rs 2,261/L. Any price below this destroys margin at the fleet channel.",1121.0,"Economy baseline (5W-30) = Rs 876/L. PSO Carient Ultra spec: API SP / ACEA A5 (fully synthetic, Group III+). International OEM approval premium for this spec: +28%. Spec-justified price: Rs 1,121/L. Premium only realised if spec is communicated at point of sale.",1096.0,1118.0,1063.0,"National list price (F2 CRP) = Rs 1,096/L. Central: +2% vs national (source: regional baseline) | North: -3% vs national (source: PCMO North soft YoY growth). Suggest applying as quarterly promotional price, not permanent list change.",2828.0,"Grade 5W-30 requires Group III base oil. Import cost floor: Rs 680/L. Additive package: Rs 280/L. Total manufacturing cost: Rs 1010/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 2,828/L. Pricing below this implies margin destruction or subsidised base oil.",2261.0,6783.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,096 | F3_PPA=Rs 1,141 | F5_SPEC=Rs 1,121 | F4_PW=Rs 2,261). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,279/L. Adjusted UP to F4 floor Rs 2,261/L (margin protection).",2261.0,1990.0,1922.0,1809.0,"List price Rs 2,261/L. Workshop (-12%): Rs 1,990/L. Distributor (-15%): Rs 1,922/L. Fleet contract (-20%): Rs 1,809/L. Fleet price should never cross the F4 waterfall floor.",100.1,PREMIUM
PSO Carient Ultra,5W-40,3.0,PCMO,Super Premium,2750.0,3412.0,4350.0,13,2530.0,"Shell super_premium equivalent median = Rs 2,750/L. PSO brand perception discount = 8% (narrows as Carient brand equity grows). Recommended: Rs 2,530/L.",3310.0,"Market (widened to all packs): min Rs 2,750/L, median Rs 3,412/L, max Rs 4,350/L (13 listings). CRP target: 3% below median = Rs 3,310/L. Positions PSO as best-value-in-class, not cheapest.",3821.0,"4L market anchor = Rs 3,412/L. PPA multiplier for 3.0L pack = 1.12x (12% premium vs 4L). Recommended: Rs 3,821/L. Ensures per-litre price ladder is legible to buyers.",2216.0,"Cost build-up: base oil (Group III) Rs 680/L + additive Rs 260/L + packaging Rs 35/L = Rs 975/L. Target pocket margin (super_premium): 45%. Pocket price floor: Rs 1,773/L. After fleet discount (-20%), minimum list price: Rs 2,216/L. Any price below this destroys margin at the fleet channel.",3520.0,"Economy baseline (5W-40) = Rs 2,750/L. PSO Carient Ultra spec: API SP / ACEA A5 (fully synthetic, Group III+). International OEM approval premium for this spec: +28%. Spec-justified price: Rs 3,520/L. Premium only realised if spec is communicated at point of sale.",3310.0,3376.0,3211.0,"National list price (F2 CRP) = Rs 3,310/L. Central: +2% vs national (source: regional baseline) | North: -3% vs national (source: PCMO North soft YoY growth). Suggest applying as quarterly promotional price, not permanent list change.",2772.0,"Grade 5W-40 requires Group III base oil. Import cost floor: Rs 680/L. Additive package: Rs 260/L. Total manufacturing cost: Rs 990/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 2,772/L. Pricing below this implies margin destruction or subsidised base oil.",3090.0,9270.0,HIGH,"Weighted synthesis (F1_VBT=Rs 2,530 | F2_CRP=Rs 3,310 | F3_PPA=Rs 3,821 | F5_SPEC=Rs 3,520 | F4_PW=Rs 2,216). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 3,090/L. Above F4 floor Rs 2,216/L — margin is protected.",3090.0,2719.0,2626.0,2472.0,"List price Rs 3,090/L. Workshop (-12%): Rs 2,719/L. Distributor (-15%): Rs 2,626/L. Fleet contract (-20%): Rs 2,472/L. Fleet price should never cross the F4 waterfall floor.",-9.4,AT MARKET
PSO Carient Ultra,0W-20,4.0,PCMO,Super Premium,3375.0,3412.0,4012.0,8,,No Shell super_premium data found for 0W-20 4.0L on Daraz.,3310.0,"Market 4.0L: min Rs 3,375/L, median Rs 3,412/L, max Rs 4,012/L (8 listings). CRP target: 3% below median = Rs 3,310/L. Positions PSO as best-value-in-class, not cheapest.",3412.0,"4L market anchor = Rs 3,412/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 3,412/L. Ensures per-litre price ladder is legible to buyers.",2352.0,"Cost build-up: base oil (Group III) Rs 680/L + additive Rs 320/L + packaging Rs 35/L = Rs 1035/L. Target pocket margin (super_premium): 45%. Pocket price floor: Rs 1,882/L. After fleet discount (-20%), minimum list price: Rs 2,352/L. Any price below this destroys margin at the fleet channel.",4320.0,"Economy baseline (0W-20) = Rs 3,375/L. PSO Carient Ultra spec: API SP / ACEA A5 (fully synthetic, Group III+). International OEM approval premium for this spec: +28%. Spec-justified price: Rs 4,320/L. Premium only realised if spec is communicated at point of sale.",3310.0,3376.0,3211.0,"National list price (F2 CRP) = Rs 3,310/L. Central: +2% vs national (source: regional baseline) | North: -3% vs national (source: PCMO North soft YoY growth). Suggest applying as quarterly promotional price, not permanent list change.",2940.0,"Grade 0W-20 requires Group III base oil. Import cost floor: Rs 680/L. Additive package: Rs 320/L. Total manufacturing cost: Rs 1050/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 2,940/L. Pricing below this implies margin destruction or subsidised base oil.",3347.0,13388.0,HIGH,"Weighted synthesis (F2_CRP=Rs 3,310 | F3_PPA=Rs 3,412 | F5_SPEC=Rs 4,320 | F4_PW=Rs 2,352). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 3,347/L. Above F4 floor Rs 2,352/L — margin is protected.",3347.0,2945.0,2845.0,2678.0,"List price Rs 3,347/L. Workshop (-12%): Rs 2,945/L. Distributor (-15%): Rs 2,845/L. Fleet contract (-20%): Rs 2,678/L. Fleet price should never cross the F4 waterfall floor.",-1.9,AT MARKET
PSO Carient Ultra,5W-20,4.0,PCMO,Super Premium,1900.0,1900.0,2400.0,5,,No Shell super_premium data found for 5W-20 4.0L on Daraz.,1843.0,"Market 4.0L: min Rs 1,900/L, median Rs 1,900/L, max Rs 2,400/L (5 listings). CRP target: 3% below median = Rs 1,843/L. Positions PSO as best-value-in-class, not cheapest.",1900.0,"4L market anchor = Rs 1,900/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,900/L. Ensures per-litre price ladder is legible to buyers.",2306.0,"Cost build-up: base oil (Group III) Rs 680/L + additive Rs 300/L + packaging Rs 35/L = Rs 1015/L. Target pocket margin (super_premium): 45%. Pocket price floor: Rs 1,845/L. After fleet discount (-20%), minimum list price: Rs 2,306/L. Any price below this destroys margin at the fleet channel.",2346.0,"Economy baseline (5W-20) = Rs 1,833/L. PSO Carient Ultra spec: API SP / ACEA A5 (fully synthetic, Group III+). International OEM approval premium for this spec: +28%. Spec-justified price: Rs 2,346/L. Premium only realised if spec is communicated at point of sale.",1843.0,1880.0,1788.0,"National list price (F2 CRP) = Rs 1,843/L. Central: +2% vs national (source: regional baseline) | North: -3% vs national (source: PCMO North soft YoY growth). Suggest applying as quarterly promotional price, not permanent list change.",2884.0,"Grade 5W-20 requires Group III base oil. Import cost floor: Rs 680/L. Additive package: Rs 300/L. Total manufacturing cost: Rs 1030/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 2,884/L. Pricing below this implies margin destruction or subsidised base oil.",2306.0,9224.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,843 | F3_PPA=Rs 1,900 | F5_SPEC=Rs 2,346 | F4_PW=Rs 2,306). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,997/L. Adjusted UP to F4 floor Rs 2,306/L (margin protection).",2306.0,2029.0,1960.0,1845.0,"List price Rs 2,306/L. Workshop (-12%): Rs 2,029/L. Distributor (-15%): Rs 1,960/L. Fleet contract (-20%): Rs 1,845/L. Fleet price should never cross the F4 waterfall floor.",21.4,PREMIUM
PSO Carient Ultra,5W-30,4.0,PCMO,Super Premium,876.0,1019.0,1500.0,22,,No Shell super_premium data found for 5W-30 4.0L on Daraz.,988.0,"Market 4.0L: min Rs 876/L, median Rs 1,019/L, max Rs 1,500/L (22 listings). CRP target: 3% below median = Rs 988/L. Positions PSO as best-value-in-class, not cheapest.",1019.0,"4L market anchor = Rs 1,019/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,019/L. Ensures per-litre price ladder is legible to buyers.",2261.0,"Cost build-up: base oil (Group III) Rs 680/L + additive Rs 280/L + packaging Rs 35/L = Rs 995/L. Target pocket margin (super_premium): 45%. Pocket price floor: Rs 1,809/L. After fleet discount (-20%), minimum list price: Rs 2,261/L. Any price below this destroys margin at the fleet channel.",1121.0,"Economy baseline (5W-30) = Rs 876/L. PSO Carient Ultra spec: API SP / ACEA A5 (fully synthetic, Group III+). International OEM approval premium for this spec: +28%. Spec-justified price: Rs 1,121/L. Premium only realised if spec is communicated at point of sale.",988.0,1008.0,958.0,"National list price (F2 CRP) = Rs 988/L. Central: +2% vs national (source: regional baseline) | North: -3% vs national (source: PCMO North soft YoY growth). Suggest applying as quarterly promotional price, not permanent list change.",2828.0,"Grade 5W-30 requires Group III base oil. Import cost floor: Rs 680/L. Additive package: Rs 280/L. Total manufacturing cost: Rs 1010/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 2,828/L. Pricing below this implies margin destruction or subsidised base oil.",2261.0,9044.0,HIGH,"Weighted synthesis (F2_CRP=Rs 988 | F3_PPA=Rs 1,019 | F5_SPEC=Rs 1,121 | F4_PW=Rs 2,261). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,198/L. Adjusted UP to F4 floor Rs 2,261/L (margin protection).",2261.0,1990.0,1922.0,1809.0,"List price Rs 2,261/L. Workshop (-12%): Rs 1,990/L. Distributor (-15%): Rs 1,922/L. Fleet contract (-20%): Rs 1,809/L. Fleet price should never cross the F4 waterfall floor.",121.9,PREMIUM
PSO Carient Ultra,5W-40,4.0,PCMO,Super Premium,2750.0,3412.0,4350.0,13,2530.0,"Shell super_premium equivalent median = Rs 2,750/L. PSO brand perception discount = 8% (narrows as Carient brand equity grows). Recommended: Rs 2,530/L.",3310.0,"Market 4.0L: min Rs 2,750/L, median Rs 3,412/L, max Rs 4,350/L (13 listings). CRP target: 3% below median = Rs 3,310/L. Positions PSO as best-value-in-class, not cheapest.",3412.0,"4L market anchor = Rs 3,412/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 3,412/L. Ensures per-litre price ladder is legible to buyers.",2216.0,"Cost build-up: base oil (Group III) Rs 680/L + additive Rs 260/L + packaging Rs 35/L = Rs 975/L. Target pocket margin (super_premium): 45%. Pocket price floor: Rs 1,773/L. After fleet discount (-20%), minimum list price: Rs 2,216/L. Any price below this destroys margin at the fleet channel.",3520.0,"Economy baseline (5W-40) = Rs 2,750/L. PSO Carient Ultra spec: API SP / ACEA A5 (fully synthetic, Group III+). International OEM approval premium for this spec: +28%. Spec-justified price: Rs 3,520/L. Premium only realised if spec is communicated at point of sale.",3310.0,3376.0,3211.0,"National list price (F2 CRP) = Rs 3,310/L. Central: +2% vs national (source: regional baseline) | North: -3% vs national (source: PCMO North soft YoY growth). Suggest applying as quarterly promotional price, not permanent list change.",2772.0,"Grade 5W-40 requires Group III base oil. Import cost floor: Rs 680/L. Additive package: Rs 260/L. Total manufacturing cost: Rs 990/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 2,772/L. Pricing below this implies margin destruction or subsidised base oil.",3008.0,12032.0,HIGH,"Weighted synthesis (F1_VBT=Rs 2,530 | F2_CRP=Rs 3,310 | F3_PPA=Rs 3,412 | F5_SPEC=Rs 3,520 | F4_PW=Rs 2,216). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 3,008/L. Above F4 floor Rs 2,216/L — margin is protected.",3008.0,2647.0,2557.0,2406.0,"List price Rs 3,008/L. Workshop (-12%): Rs 2,647/L. Distributor (-15%): Rs 2,557/L. Fleet contract (-20%): Rs 2,406/L. Fleet price should never cross the F4 waterfall floor.",-11.8,VALUE POSITION
PSO Carient Plus,10W-40,1.0,PCMO,Mainstream,1660.0,2300.0,2300.0,15,,No Shell mainstream data found for 10W-40 1.0L on Daraz.,2231.0,"Market 1.0L: min Rs 1,660/L, median Rs 2,300/L, max Rs 2,300/L (15 listings). CRP target: 3% below median = Rs 2,231/L. Positions PSO as best-value-in-class, not cheapest.",1435.0,"4L market anchor = Rs 1,025/L. PPA multiplier for 1.0L pack = 1.40x (40% premium vs 4L). Recommended: Rs 1,435/L. Ensures per-litre price ladder is legible to buyers.",1108.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 140/L + packaging Rs 60/L = Rs 620/L. Target pocket margin (mainstream): 30%. Pocket price floor: Rs 886/L. After fleet discount (-20%), minimum list price: Rs 1,108/L. Any price below this destroys margin at the fleet channel.",982.0,"Economy baseline (10W-40) = Rs 909/L. PSO Carient Plus spec: API SN / ACEA A3 (mineral / part-synthetic, Group I/II). International OEM approval premium for this spec: +8%. Spec-justified price: Rs 982/L. Premium only realised if spec is communicated at point of sale.",2231.0,2276.0,2164.0,"National list price (F2 CRP) = Rs 2,231/L. Central: +2% vs national (source: regional baseline) | North: -3% vs national (source: PCMO North soft YoY growth). Suggest applying as quarterly promotional price, not permanent list change.",1708.0,"Grade 10W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 140/L. Total manufacturing cost: Rs 610/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,708/L. Pricing below this implies margin destruction or subsidised base oil.",1665.0,1665.0,HIGH,"Weighted synthesis (F2_CRP=Rs 2,231 | F3_PPA=Rs 1,435 | F5_SPEC=Rs 982 | F4_PW=Rs 1,108). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,665/L. Above F4 floor Rs 1,108/L — margin is protected.",1665.0,1465.0,1415.0,1332.0,"List price Rs 1,665/L. Workshop (-12%): Rs 1,465/L. Distributor (-15%): Rs 1,415/L. Fleet contract (-20%): Rs 1,332/L. Fleet price should never cross the F4 waterfall floor.",-27.6,VALUE POSITION
PSO Carient Plus,15W-40,1.0,PCMO,Mainstream,1088.0,1750.0,2262.0,14,,No Shell mainstream data found for 15W-40 1.0L on Daraz.,1698.0,"Market (widened to all packs): min Rs 1,088/L, median Rs 1,750/L, max Rs 2,262/L (14 listings). CRP target: 3% below median = Rs 1,698/L. Positions PSO as best-value-in-class, not cheapest.",2450.0,"4L market anchor = Rs 1,750/L. PPA multiplier for 1.0L pack = 1.40x (40% premium vs 4L). Recommended: Rs 2,450/L. Ensures per-litre price ladder is legible to buyers.",1071.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 120/L + packaging Rs 60/L = Rs 600/L. Target pocket margin (mainstream): 30%. Pocket price floor: Rs 857/L. After fleet discount (-20%), minimum list price: Rs 1,071/L. Any price below this destroys margin at the fleet channel.",1175.0,"Economy baseline (15W-40) = Rs 1,088/L. PSO Carient Plus spec: API SN / ACEA A3 (mineral / part-synthetic, Group I/II). International OEM approval premium for this spec: +8%. Spec-justified price: Rs 1,175/L. Premium only realised if spec is communicated at point of sale.",1698.0,1732.0,1647.0,"National list price (F2 CRP) = Rs 1,698/L. Central: +2% vs national (source: regional baseline) | North: -3% vs national (source: PCMO North soft YoY growth). Suggest applying as quarterly promotional price, not permanent list change.",1652.0,"Grade 15W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 120/L. Total manufacturing cost: Rs 590/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,652/L. Pricing below this implies margin destruction or subsidised base oil.",1749.0,1749.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,698 | F3_PPA=Rs 2,450 | F5_SPEC=Rs 1,175 | F4_PW=Rs 1,071). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,749/L. Above F4 floor Rs 1,071/L — margin is protected.",1749.0,1539.0,1487.0,1399.0,"List price Rs 1,749/L. Workshop (-12%): Rs 1,539/L. Distributor (-15%): Rs 1,487/L. Fleet contract (-20%): Rs 1,399/L. Fleet price should never cross the F4 waterfall floor.",-0.1,AT MARKET
PSO Carient Plus,20W-50,1.0,PCMO,Mainstream,1390.0,1550.0,2400.0,14,,No Shell mainstream data found for 20W-50 1.0L on Daraz.,1504.0,"Market 1.0L: min Rs 1,390/L, median Rs 1,550/L, max Rs 2,400/L (14 listings). CRP target: 3% below median = Rs 1,504/L. Positions PSO as best-value-in-class, not cheapest.",1435.0,"4L market anchor = Rs 1,025/L. PPA multiplier for 1.0L pack = 1.40x (40% premium vs 4L). Recommended: Rs 1,435/L. Ensures per-litre price ladder is legible to buyers.",768.0,"Cost build-up: base oil (Group I) Rs 280/L + additive Rs 90/L + packaging Rs 60/L = Rs 430/L. Target pocket margin (mainstream): 30%. Pocket price floor: Rs 614/L. After fleet discount (-20%), minimum list price: Rs 768/L. Any price below this destroys margin at the fleet channel.",860.0,"Economy baseline (20W-50) = Rs 796/L. PSO Carient Plus spec: API SN / ACEA A3 (mineral / part-synthetic, Group I/II). International OEM approval premium for this spec: +8%. Spec-justified price: Rs 860/L. Premium only realised if spec is communicated at point of sale.",1504.0,1534.0,1459.0,"National list price (F2 CRP) = Rs 1,504/L. Central: +2% vs national (source: regional baseline) | North: -3% vs national (source: PCMO North soft YoY growth). Suggest applying as quarterly promotional price, not permanent list change.",1176.0,"Grade 20W-50 requires Group I base oil. Import cost floor: Rs 280/L. Additive package: Rs 90/L. Total manufacturing cost: Rs 420/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,176/L. Pricing below this implies margin destruction or subsidised base oil.",1287.0,1287.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,504 | F3_PPA=Rs 1,435 | F5_SPEC=Rs 860 | F4_PW=Rs 768). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,287/L. Above F4 floor Rs 768/L — margin is protected.",1287.0,1133.0,1094.0,1030.0,"List price Rs 1,287/L. Workshop (-12%): Rs 1,133/L. Distributor (-15%): Rs 1,094/L. Fleet contract (-20%): Rs 1,030/L. Fleet price should never cross the F4 waterfall floor.",-17.0,VALUE POSITION
