Brand,Grade,Pack_L,Oil_Type,Tier,Mkt_Min_PKR_L,Mkt_Med_PKR_L,Mkt_Max_PKR_L,Mkt_Listing_Count,F1_VBT_Price_L,F1_VBT_Rationale,F2_CRP_Price_L,F2_CRP_Rationale,F3_PPA_Price_L,F3_PPA_Rationale,F4_Waterfall_Floor_L,F4_Waterfall_Rationale,F5_Spec_Price_L,F5_Spec_Rationale,F6_South_Price_L,F6_Central_Price_L,F6_North_Price_L,F6_Geo_Rationale,F7_BOI_Floor_L,F7_BOI_Rationale,Recommended_Price_L,Recommended_Price_PKR,Confidence,Synthesis_Rationale,F8_Retail_Pump_L,F8_Workshop_L,F8_Distributor_L,F8_Fleet_Contract_L,F8_Channel_Rationale,Rec_vs_Market_Med_Pct,Market_Signal
PSO DEO 3000,15W-40,4.0,HDEO,Mainstream,1088.0,1750.0,2262.0,14,,No Shell mainstream data found for 15W-40 4.0L on Daraz.,1698.0,"Market 4.0L: min Rs 1,088/L, median Rs 1,750/L, max Rs 2,262/L (14 listings). CRP target: 3% below median = Rs 1,698/L. Positions PSO as best-value-in-class, not cheapest.",1750.0,"4L market anchor = Rs 1,750/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,750/L. Ensures per-litre price ladder is legible to buyers.",1026.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 120/L + packaging Rs 35/L = Rs 575/L. Target pocket margin (mainstream): 30%. Pocket price floor: Rs 821/L. After fleet discount (-20%), minimum list price: Rs 1,026/L. Any price below this destroys margin at the fleet channel.",1175.0,"Economy baseline (15W-40) = Rs 1,088/L. PSO DEO 3000 spec: API SN / ACEA A3 (mineral / part-synthetic, Group I/II). International OEM approval premium for this spec: +8%. Spec-justified price: Rs 1,175/L. Premium only realised if spec is communicated at point of sale.",1698.0,1783.0,1664.0,"National list price (F2 CRP) = Rs 1,698/L. Central: +5% vs national (source: DEO Central volume +18.6% YoY (PSO Lubes Data Final)) | North: -2% vs national (source: regional baseline). Suggest applying as quarterly promotional price, not permanent list change.",1652.0,"Grade 15W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 120/L. Total manufacturing cost: Rs 590/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,652/L. Pricing below this implies margin destruction or subsidised base oil.",1542.0,6168.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,698 | F3_PPA=Rs 1,750 | F5_SPEC=Rs 1,175 | F4_PW=Rs 1,026). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,542/L. Above F4 floor Rs 1,026/L — margin is protected.",1542.0,1357.0,1311.0,1234.0,"List price Rs 1,542/L. Workshop (-12%): Rs 1,357/L. Distributor (-15%): Rs 1,311/L. Fleet contract (-20%): Rs 1,234/L. Fleet price should never cross the F4 waterfall floor.",-11.9,VALUE POSITION
PSO DEO 3000,20W-50,4.0,HDEO,Mainstream,796.0,1025.0,2375.0,79,,No Shell mainstream data found for 20W-50 4.0L on Daraz.,994.0,"Market 4.0L: min Rs 796/L, median Rs 1,025/L, max Rs 2,375/L (79 listings). CRP target: 3% below median = Rs 994/L. Positions PSO as best-value-in-class, not cheapest.",1025.0,"4L market anchor = Rs 1,025/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,025/L. Ensures per-litre price ladder is legible to buyers.",724.0,"Cost build-up: base oil (Group I) Rs 280/L + additive Rs 90/L + packaging Rs 35/L = Rs 405/L. Target pocket margin (mainstream): 30%. Pocket price floor: Rs 579/L. After fleet discount (-20%), minimum list price: Rs 724/L. Any price below this destroys margin at the fleet channel.",860.0,"Economy baseline (20W-50) = Rs 796/L. PSO DEO 3000 spec: API SN / ACEA A3 (mineral / part-synthetic, Group I/II). International OEM approval premium for this spec: +8%. Spec-justified price: Rs 860/L. Premium only realised if spec is communicated at point of sale.",994.0,1044.0,974.0,"National list price (F2 CRP) = Rs 994/L. Central: +5% vs national (source: DEO Central volume +18.6% YoY (PSO Lubes Data Final)) | North: -2% vs national (source: regional baseline). Suggest applying as quarterly promotional price, not permanent list change.",1176.0,"Grade 20W-50 requires Group I base oil. Import cost floor: Rs 280/L. Additive package: Rs 90/L. Total manufacturing cost: Rs 420/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,176/L. Pricing below this implies margin destruction or subsidised base oil.",945.0,3780.0,HIGH,"Weighted synthesis (F2_CRP=Rs 994 | F3_PPA=Rs 1,025 | F5_SPEC=Rs 860 | F4_PW=Rs 724). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 945/L. Above F4 floor Rs 724/L — margin is protected.",945.0,832.0,803.0,756.0,List price Rs 945/L. Workshop (-12%): Rs 832/L. Distributor (-15%): Rs 803/L. Fleet contract (-20%): Rs 756/L. Fleet price should never cross the F4 waterfall floor.,-7.8,AT MARKET
PSO DEO 6000,15W-40,1.0,HDEO,Premium,1088.0,1750.0,2262.0,14,,No Shell premium data found for 15W-40 1.0L on Daraz.,1698.0,"Market (widened to all packs): min Rs 1,088/L, median Rs 1,750/L, max Rs 2,262/L (14 listings). CRP target: 3% below median = Rs 1,698/L. Positions PSO as best-value-in-class, not cheapest.",2450.0,"4L market anchor = Rs 1,750/L. PPA multiplier for 1.0L pack = 1.40x (40% premium vs 4L). Recommended: Rs 2,450/L. Ensures per-litre price ladder is legible to buyers.",1210.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 120/L + packaging Rs 60/L = Rs 600/L. Target pocket margin (premium): 38%. Pocket price floor: Rs 968/L. After fleet discount (-20%), minimum list price: Rs 1,210/L. Any price below this destroys margin at the fleet channel.",1284.0,"Economy baseline (15W-40) = Rs 1,088/L. PSO DEO 6000 spec: API SN+ / ACEA A3 (semi-synthetic, Group II/III blend). International OEM approval premium for this spec: +18%. Spec-justified price: Rs 1,284/L. Premium only realised if spec is communicated at point of sale.",1698.0,1783.0,1664.0,"National list price (F2 CRP) = Rs 1,698/L. Central: +5% vs national (source: DEO Central volume +18.6% YoY (PSO Lubes Data Final)) | North: -2% vs national (source: regional baseline). Suggest applying as quarterly promotional price, not permanent list change.",1652.0,"Grade 15W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 120/L. Total manufacturing cost: Rs 590/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,652/L. Pricing below this implies margin destruction or subsidised base oil.",1784.0,1784.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,698 | F3_PPA=Rs 2,450 | F5_SPEC=Rs 1,284 | F4_PW=Rs 1,210). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,784/L. Above F4 floor Rs 1,210/L — margin is protected.",1784.0,1570.0,1516.0,1427.0,"List price Rs 1,784/L. Workshop (-12%): Rs 1,570/L. Distributor (-15%): Rs 1,516/L. Fleet contract (-20%): Rs 1,427/L. Fleet price should never cross the F4 waterfall floor.",1.9,AT MARKET
PSO DEO 6000,15W-40,4.0,HDEO,Premium,1088.0,1750.0,2262.0,14,,No Shell premium data found for 15W-40 4.0L on Daraz.,1698.0,"Market 4.0L: min Rs 1,088/L, median Rs 1,750/L, max Rs 2,262/L (14 listings). CRP target: 3% below median = Rs 1,698/L. Positions PSO as best-value-in-class, not cheapest.",1750.0,"4L market anchor = Rs 1,750/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,750/L. Ensures per-litre price ladder is legible to buyers.",1159.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 120/L + packaging Rs 35/L = Rs 575/L. Target pocket margin (premium): 38%. Pocket price floor: Rs 927/L. After fleet discount (-20%), minimum list price: Rs 1,159/L. Any price below this destroys margin at the fleet channel.",1284.0,"Economy baseline (15W-40) = Rs 1,088/L. PSO DEO 6000 spec: API SN+ / ACEA A3 (semi-synthetic, Group II/III blend). International OEM approval premium for this spec: +18%. Spec-justified price: Rs 1,284/L. Premium only realised if spec is communicated at point of sale.",1698.0,1783.0,1664.0,"National list price (F2 CRP) = Rs 1,698/L. Central: +5% vs national (source: DEO Central volume +18.6% YoY (PSO Lubes Data Final)) | North: -2% vs national (source: regional baseline). Suggest applying as quarterly promotional price, not permanent list change.",1652.0,"Grade 15W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 120/L. Total manufacturing cost: Rs 590/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,652/L. Pricing below this implies margin destruction or subsidised base oil.",1577.0,6308.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,698 | F3_PPA=Rs 1,750 | F5_SPEC=Rs 1,284 | F4_PW=Rs 1,159). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,577/L. Above F4 floor Rs 1,159/L — margin is protected.",1577.0,1388.0,1340.0,1262.0,"List price Rs 1,577/L. Workshop (-12%): Rs 1,388/L. Distributor (-15%): Rs 1,340/L. Fleet contract (-20%): Rs 1,262/L. Fleet price should never cross the F4 waterfall floor.",-9.9,AT MARKET
PSO DEO 8000,10W-40,1.0,HDEO,Super Premium,1660.0,2300.0,2300.0,15,,No Shell super_premium data found for 10W-40 1.0L on Daraz.,2231.0,"Market 1.0L: min Rs 1,660/L, median Rs 2,300/L, max Rs 2,300/L (15 listings). CRP target: 3% below median = Rs 2,231/L. Positions PSO as best-value-in-class, not cheapest.",1435.0,"4L market anchor = Rs 1,025/L. PPA multiplier for 1.0L pack = 1.40x (40% premium vs 4L). Recommended: Rs 1,435/L. Ensures per-litre price ladder is legible to buyers.",1409.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 140/L + packaging Rs 60/L = Rs 620/L. Target pocket margin (super_premium): 45%. Pocket price floor: Rs 1,127/L. After fleet discount (-20%), minimum list price: Rs 1,409/L. Any price below this destroys margin at the fleet channel.",1164.0,"Economy baseline (10W-40) = Rs 909/L. PSO DEO 8000 spec: API SP / ACEA A5 (fully synthetic, Group III+). International OEM approval premium for this spec: +28%. Spec-justified price: Rs 1,164/L. Premium only realised if spec is communicated at point of sale.",2231.0,2343.0,2186.0,"National list price (F2 CRP) = Rs 2,231/L. Central: +5% vs national (source: DEO Central volume +18.6% YoY (PSO Lubes Data Final)) | North: -2% vs national (source: regional baseline). Suggest applying as quarterly promotional price, not permanent list change.",1708.0,"Grade 10W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 140/L. Total manufacturing cost: Rs 610/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,708/L. Pricing below this implies margin destruction or subsidised base oil.",1734.0,1734.0,HIGH,"Weighted synthesis (F2_CRP=Rs 2,231 | F3_PPA=Rs 1,435 | F5_SPEC=Rs 1,164 | F4_PW=Rs 1,409). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,734/L. Above F4 floor Rs 1,409/L — margin is protected.",1734.0,1526.0,1474.0,1387.0,"List price Rs 1,734/L. Workshop (-12%): Rs 1,526/L. Distributor (-15%): Rs 1,474/L. Fleet contract (-20%): Rs 1,387/L. Fleet price should never cross the F4 waterfall floor.",-24.6,VALUE POSITION
PSO DEO 8000,15W-40,1.0,HDEO,Super Premium,1088.0,1750.0,2262.0,14,,No Shell super_premium data found for 15W-40 1.0L on Daraz.,1698.0,"Market (widened to all packs): min Rs 1,088/L, median Rs 1,750/L, max Rs 2,262/L (14 listings). CRP target: 3% below median = Rs 1,698/L. Positions PSO as best-value-in-class, not cheapest.",2450.0,"4L market anchor = Rs 1,750/L. PPA multiplier for 1.0L pack = 1.40x (40% premium vs 4L). Recommended: Rs 2,450/L. Ensures per-litre price ladder is legible to buyers.",1364.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 120/L + packaging Rs 60/L = Rs 600/L. Target pocket margin (super_premium): 45%. Pocket price floor: Rs 1,091/L. After fleet discount (-20%), minimum list price: Rs 1,364/L. Any price below this destroys margin at the fleet channel.",1393.0,"Economy baseline (15W-40) = Rs 1,088/L. PSO DEO 8000 spec: API SP / ACEA A5 (fully synthetic, Group III+). International OEM approval premium for this spec: +28%. Spec-justified price: Rs 1,393/L. Premium only realised if spec is communicated at point of sale.",1698.0,1783.0,1664.0,"National list price (F2 CRP) = Rs 1,698/L. Central: +5% vs national (source: DEO Central volume +18.6% YoY (PSO Lubes Data Final)) | North: -2% vs national (source: regional baseline). Suggest applying as quarterly promotional price, not permanent list change.",1652.0,"Grade 15W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 120/L. Total manufacturing cost: Rs 590/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,652/L. Pricing below this implies margin destruction or subsidised base oil.",1822.0,1822.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,698 | F3_PPA=Rs 2,450 | F5_SPEC=Rs 1,393 | F4_PW=Rs 1,364). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,822/L. Above F4 floor Rs 1,364/L — margin is protected.",1822.0,1603.0,1549.0,1458.0,"List price Rs 1,822/L. Workshop (-12%): Rs 1,603/L. Distributor (-15%): Rs 1,549/L. Fleet contract (-20%): Rs 1,458/L. Fleet price should never cross the F4 waterfall floor.",4.1,AT MARKET
PSO DEO 8000,10W-40,4.0,HDEO,Super Premium,922.0,1025.0,2150.0,76,,No Shell super_premium data found for 10W-40 4.0L on Daraz.,994.0,"Market 4.0L: min Rs 922/L, median Rs 1,025/L, max Rs 2,150/L (76 listings). CRP target: 3% below median = Rs 994/L. Positions PSO as best-value-in-class, not cheapest.",1025.0,"4L market anchor = Rs 1,025/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,025/L. Ensures per-litre price ladder is legible to buyers.",1352.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 140/L + packaging Rs 35/L = Rs 595/L. Target pocket margin (super_premium): 45%. Pocket price floor: Rs 1,082/L. After fleet discount (-20%), minimum list price: Rs 1,352/L. Any price below this destroys margin at the fleet channel.",1164.0,"Economy baseline (10W-40) = Rs 909/L. PSO DEO 8000 spec: API SP / ACEA A5 (fully synthetic, Group III+). International OEM approval premium for this spec: +28%. Spec-justified price: Rs 1,164/L. Premium only realised if spec is communicated at point of sale.",994.0,1044.0,974.0,"National list price (F2 CRP) = Rs 994/L. Central: +5% vs national (source: DEO Central volume +18.6% YoY (PSO Lubes Data Final)) | North: -2% vs national (source: regional baseline). Suggest applying as quarterly promotional price, not permanent list change.",1708.0,"Grade 10W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 140/L. Total manufacturing cost: Rs 610/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,708/L. Pricing below this implies margin destruction or subsidised base oil.",1352.0,5408.0,HIGH,"Weighted synthesis (F2_CRP=Rs 994 | F3_PPA=Rs 1,025 | F5_SPEC=Rs 1,164 | F4_PW=Rs 1,352). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,078/L. Adjusted UP to F4 floor Rs 1,352/L (margin protection).",1352.0,1190.0,1149.0,1082.0,"List price Rs 1,352/L. Workshop (-12%): Rs 1,190/L. Distributor (-15%): Rs 1,149/L. Fleet contract (-20%): Rs 1,082/L. Fleet price should never cross the F4 waterfall floor.",31.9,PREMIUM
PSO DEO 8000,15W-40,4.0,HDEO,Super Premium,1088.0,1750.0,2262.0,14,,No Shell super_premium data found for 15W-40 4.0L on Daraz.,1698.0,"Market 4.0L: min Rs 1,088/L, median Rs 1,750/L, max Rs 2,262/L (14 listings). CRP target: 3% below median = Rs 1,698/L. Positions PSO as best-value-in-class, not cheapest.",1750.0,"4L market anchor = Rs 1,750/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,750/L. Ensures per-litre price ladder is legible to buyers.",1306.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 120/L + packaging Rs 35/L = Rs 575/L. Target pocket margin (super_premium): 45%. Pocket price floor: Rs 1,045/L. After fleet discount (-20%), minimum list price: Rs 1,306/L. Any price below this destroys margin at the fleet channel.",1393.0,"Economy baseline (15W-40) = Rs 1,088/L. PSO DEO 8000 spec: API SP / ACEA A5 (fully synthetic, Group III+). International OEM approval premium for this spec: +28%. Spec-justified price: Rs 1,393/L. Premium only realised if spec is communicated at point of sale.",1698.0,1783.0,1664.0,"National list price (F2 CRP) = Rs 1,698/L. Central: +5% vs national (source: DEO Central volume +18.6% YoY (PSO Lubes Data Final)) | North: -2% vs national (source: regional baseline). Suggest applying as quarterly promotional price, not permanent list change.",1652.0,"Grade 15W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 120/L. Total manufacturing cost: Rs 590/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,652/L. Pricing below this implies margin destruction or subsidised base oil.",1613.0,6452.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,698 | F3_PPA=Rs 1,750 | F5_SPEC=Rs 1,393 | F4_PW=Rs 1,306). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,613/L. Above F4 floor Rs 1,306/L — margin is protected.",1613.0,1419.0,1371.0,1290.0,"List price Rs 1,613/L. Workshop (-12%): Rs 1,419/L. Distributor (-15%): Rs 1,371/L. Fleet contract (-20%): Rs 1,290/L. Fleet price should never cross the F4 waterfall floor.",-7.8,AT MARKET
PSO DEO Max,10W-40,4.0,HDEO,Super Premium,922.0,1025.0,2150.0,76,,No Shell super_premium data found for 10W-40 4.0L on Daraz.,994.0,"Market 4.0L: min Rs 922/L, median Rs 1,025/L, max Rs 2,150/L (76 listings). CRP target: 3% below median = Rs 994/L. Positions PSO as best-value-in-class, not cheapest.",1025.0,"4L market anchor = Rs 1,025/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,025/L. Ensures per-litre price ladder is legible to buyers.",1352.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 140/L + packaging Rs 35/L = Rs 595/L. Target pocket margin (super_premium): 45%. Pocket price floor: Rs 1,082/L. After fleet discount (-20%), minimum list price: Rs 1,352/L. Any price below this destroys margin at the fleet channel.",1164.0,"Economy baseline (10W-40) = Rs 909/L. PSO DEO Max spec: API SP / ACEA A5 (fully synthetic, Group III+). International OEM approval premium for this spec: +28%. Spec-justified price: Rs 1,164/L. Premium only realised if spec is communicated at point of sale.",994.0,1044.0,974.0,"National list price (F2 CRP) = Rs 994/L. Central: +5% vs national (source: DEO Central volume +18.6% YoY (PSO Lubes Data Final)) | North: -2% vs national (source: regional baseline). Suggest applying as quarterly promotional price, not permanent list change.",1708.0,"Grade 10W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 140/L. Total manufacturing cost: Rs 610/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,708/L. Pricing below this implies margin destruction or subsidised base oil.",1352.0,5408.0,HIGH,"Weighted synthesis (F2_CRP=Rs 994 | F3_PPA=Rs 1,025 | F5_SPEC=Rs 1,164 | F4_PW=Rs 1,352). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,078/L. Adjusted UP to F4 floor Rs 1,352/L (margin protection).",1352.0,1190.0,1149.0,1082.0,"List price Rs 1,352/L. Workshop (-12%): Rs 1,190/L. Distributor (-15%): Rs 1,149/L. Fleet contract (-20%): Rs 1,082/L. Fleet price should never cross the F4 waterfall floor.",31.9,PREMIUM
PSO DEO Max,15W-40,4.0,HDEO,Super Premium,1088.0,1750.0,2262.0,14,,No Shell super_premium data found for 15W-40 4.0L on Daraz.,1698.0,"Market 4.0L: min Rs 1,088/L, median Rs 1,750/L, max Rs 2,262/L (14 listings). CRP target: 3% below median = Rs 1,698/L. Positions PSO as best-value-in-class, not cheapest.",1750.0,"4L market anchor = Rs 1,750/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,750/L. Ensures per-litre price ladder is legible to buyers.",1306.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 120/L + packaging Rs 35/L = Rs 575/L. Target pocket margin (super_premium): 45%. Pocket price floor: Rs 1,045/L. After fleet discount (-20%), minimum list price: Rs 1,306/L. Any price below this destroys margin at the fleet channel.",1393.0,"Economy baseline (15W-40) = Rs 1,088/L. PSO DEO Max spec: API SP / ACEA A5 (fully synthetic, Group III+). International OEM approval premium for this spec: +28%. Spec-justified price: Rs 1,393/L. Premium only realised if spec is communicated at point of sale.",1698.0,1783.0,1664.0,"National list price (F2 CRP) = Rs 1,698/L. Central: +5% vs national (source: DEO Central volume +18.6% YoY (PSO Lubes Data Final)) | North: -2% vs national (source: regional baseline). Suggest applying as quarterly promotional price, not permanent list change.",1652.0,"Grade 15W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 120/L. Total manufacturing cost: Rs 590/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,652/L. Pricing below this implies margin destruction or subsidised base oil.",1613.0,6452.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,698 | F3_PPA=Rs 1,750 | F5_SPEC=Rs 1,393 | F4_PW=Rs 1,306). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,613/L. Above F4 floor Rs 1,306/L — margin is protected.",1613.0,1419.0,1371.0,1290.0,"List price Rs 1,613/L. Workshop (-12%): Rs 1,419/L. Distributor (-15%): Rs 1,371/L. Fleet contract (-20%): Rs 1,290/L. Fleet price should never cross the F4 waterfall floor.",-7.8,AT MARKET
PSO Dieselube,15W-40,4.0,HDEO,Economy,1088.0,1750.0,2262.0,14,,No Shell economy data found for 15W-40 4.0L on Daraz.,1698.0,"Market 4.0L: min Rs 1,088/L, median Rs 1,750/L, max Rs 2,262/L (14 listings). CRP target: 3% below median = Rs 1,698/L. Positions PSO as best-value-in-class, not cheapest.",1750.0,"4L market anchor = Rs 1,750/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,750/L. Ensures per-litre price ladder is legible to buyers.",921.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 120/L + packaging Rs 35/L = Rs 575/L. Target pocket margin (economy): 22%. Pocket price floor: Rs 737/L. After fleet discount (-20%), minimum list price: Rs 921/L. Any price below this destroys margin at the fleet channel.",1088.0,"Economy baseline (15W-40) = Rs 1,088/L. PSO Dieselube spec: API SN / SM (mineral, Group I). International OEM approval premium for this spec: +0%. Spec-justified price: Rs 1,088/L. Premium only realised if spec is communicated at point of sale.",1698.0,1783.0,1664.0,"National list price (F2 CRP) = Rs 1,698/L. Central: +5% vs national (source: DEO Central volume +18.6% YoY (PSO Lubes Data Final)) | North: -2% vs national (source: regional baseline). Suggest applying as quarterly promotional price, not permanent list change.",1652.0,"Grade 15W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 120/L. Total manufacturing cost: Rs 590/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,652/L. Pricing below this implies margin destruction or subsidised base oil.",1515.0,6060.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,698 | F3_PPA=Rs 1,750 | F5_SPEC=Rs 1,088 | F4_PW=Rs 921). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,515/L. Above F4 floor Rs 921/L — margin is protected.",1515.0,1333.0,1288.0,1212.0,"List price Rs 1,515/L. Workshop (-12%): Rs 1,333/L. Distributor (-15%): Rs 1,288/L. Fleet contract (-20%): Rs 1,212/L. Fleet price should never cross the F4 waterfall floor.",-13.4,VALUE POSITION
PSO Dieselube,20W-50,4.0,HDEO,Economy,796.0,1025.0,2375.0,79,,No Shell economy data found for 20W-50 4.0L on Daraz.,994.0,"Market 4.0L: min Rs 796/L, median Rs 1,025/L, max Rs 2,375/L (79 listings). CRP target: 3% below median = Rs 994/L. Positions PSO as best-value-in-class, not cheapest.",1025.0,"4L market anchor = Rs 1,025/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,025/L. Ensures per-litre price ladder is legible to buyers.",649.0,"Cost build-up: base oil (Group I) Rs 280/L + additive Rs 90/L + packaging Rs 35/L = Rs 405/L. Target pocket margin (economy): 22%. Pocket price floor: Rs 519/L. After fleet discount (-20%), minimum list price: Rs 649/L. Any price below this destroys margin at the fleet channel.",796.0,"Economy baseline (20W-50) = Rs 796/L. PSO Dieselube spec: API SN / SM (mineral, Group I). International OEM approval premium for this spec: +0%. Spec-justified price: Rs 796/L. Premium only realised if spec is communicated at point of sale.",994.0,1044.0,974.0,"National list price (F2 CRP) = Rs 994/L. Central: +5% vs national (source: DEO Central volume +18.6% YoY (PSO Lubes Data Final)) | North: -2% vs national (source: regional baseline). Suggest applying as quarterly promotional price, not permanent list change.",1176.0,"Grade 20W-50 requires Group I base oil. Import cost floor: Rs 280/L. Additive package: Rs 90/L. Total manufacturing cost: Rs 420/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,176/L. Pricing below this implies margin destruction or subsidised base oil.",925.0,3700.0,HIGH,"Weighted synthesis (F2_CRP=Rs 994 | F3_PPA=Rs 1,025 | F5_SPEC=Rs 796 | F4_PW=Rs 649). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 925/L. Above F4 floor Rs 649/L — margin is protected.",925.0,814.0,786.0,740.0,List price Rs 925/L. Workshop (-12%): Rs 814/L. Distributor (-15%): Rs 786/L. Fleet contract (-20%): Rs 740/L. Fleet price should never cross the F4 waterfall floor.,-9.8,AT MARKET
